iteration,avg_score,selected_links
244,-114.31261585432344,"[13379  6167 36707 15639 27254 36731 31418 11813 19490 44496 21497 10376
 37539 37320 18639 26122   711 29484 33447  4293 24995 14882 21507  3471
 15212 24418 32365 27567 37357 39838 24997   983  6534 11691  7514  2395
   784 12081 28974 24762 10381 14765 15755  3747 22259 23379 22305 25909
 37051 17353 11428 43966 19250   774 40469  8307  2549 40180  5002 10429
 17979 11760 22621 28521 14714 15737 12327 13117  7671 32948 18635 24870
 17615   700 44650 22405 38495  7117 42710 24957 12429 13525 28065 11739
 29575  9975 43239 40069 13717 15143 35641  1224 30289   902  2279 26908
 23789 24222 34183 19028]"
245,-114.46134554574203,"[15414 40077 39852 25132  6589 44546 40777 42176 22545 28762 36529 28195
 26304 14822  6849 27546  4238 33988  4433  3371 19738 21908  9545  7122
  7628  4706 18546 32797 38022 44418 15415 29199 28285 36245 13499 12557
   244 41734 10374 34752 21376 33785 34086 10397 17265 38811  1213  6225
 19788 16997 37629 11081 31556 28964 17920 17921 35911 42833 33882 11348
  2387  9117  6088 10403 36391 19499 23105 17530 12691  6957 29058 34239
  1526 31258 34266 22251 13477 35238   392  4194 41425 31667 36099  4064
  1518 13572 24963 40190 12371 42249  8552 33267 16105 25544 21482 22706
 21536  9982  3154 23150]"
246,-113.93315887035224,"[ 9219 17489 19118 23094 44054   369 13994 45052 19001  2427 43469  5554
  9927 13294 32660 21082  4881 40661  7703 39947  3952 25562 14779  3523
 21425  5874 18159 43673 16194 34711 11911 35743 26619 26185  7215  2869
 44700 21294 10710 45173 37036 25488 13229 13987 28484 12538 14103 37634
  5323 29778 18350 29728  9928 29591 30145 13067  4736  9104  7911 22094
  3085 42313  5151 18203 14269 37282 19351 32947 12268   620  2357 40903
 28544 24568  6563 27498 10240 37934   640 39851 13779 13952 15298 15921
 11948 40140 34406 13386 43762 43385 41713 44691  3194 27834 10345  6979
 41289 34695 24225  5366]"
247,-114.57005779086252,"[44396 19342 11567 44312 28462 32888 28433  8182 43586  3044  7218 40670
  8883 20961  7323 24735  3795 43481 11583 34116  7957  4267 27075 20857
  1762 30096 36459 28326 39334 12061 19867  1612  1017  9714 30806 22172
 35542 13615 33818 18365 26986 43258 33406  2268  9528  8470 22818 10939
 43965 17296 14611  6081 12432 42282 42124 17902  2529   848 36445 36313
  8375 21529  8539 38159  1649 20926 23438  1849 33457 12401 19165 10980
 12054 24298 20797 24750 45015 39986 23187 33734  5816 27893 11315 42246
 30709 29705 19034 39241 30171 40226 24152 30893 33706 39087 13729 32955
 10796 43160  6208 40096]"
248,-116.87574964562212,"[27220 41115 40537 10137 10279 11933 37569 16018 24010 28203 36042 15846
 10496 44651 15707 23811 17140 24099 19199 37003 13190 40150  4812 28320
  5103 19363 13544 24276 15770 20977 15357  2364 19990 21563  7068 11546
 31947 36775 41743  4528 20009 40409 14819 17838   791 38874 24165  4513
 35244 33336  8565 21400 22563 20254 42553 28500 30960   888 28612  1345
  5920 40479 33363 18843  3501 17122 19029  2769 27074 34875  6215  2489
 34313 44167 14899  4981 34723 41178 33807 40835 31928 15722 40344 27719
  1674  5228 40300 15896  3846  6774 37427 19043  1800 38604  8912 15312
  3078 24211 28463 23373]"
249,-113.60778541053328,"[14080  3723 32564 33887 17603 22268  4940 38220 33143 27947 38561  2323
 35328 43204 33516 22498 23164 11722  8064  4865  1980 38231 33871 19628
 24384 13658  7700 22154 40563 28262  6623 33063 36674  9196  8834 35356
 24808  1664 33821 28965 33376 38829  1530  2922 32410 42547 38878 19495
 23399 17965  8127 19619 22702 27021 18581 43841 13359 17375 29738 29605
 28598  6882  7171 29524 11299  7975  8881 39910  1603 38482  5132 44311
 19791 41175 39968 42233 14231 18877 23344  7958  8724 13849  6460 34743
 19592 22353 40217 18983 14122 43229 16783  7199 29198 36956  3121 20769
 18990 25635 32692 25456]"
250,-116.94654345218632,"[  302 12123 15828 40185 13483  2378 26381  1500  5556 30394 42663 43937
 43868 28362 34052 15857  1090 41750 44138 10659 34931 10291 41873  1816
 14808 34745  7486  8592 15419 10793 27466 20630 21662 10782 36547 41765
 27822  9515 22492 28608  6818 29037 20208 25078 40654   973 23315 23839
  1322 33645 27100 44529 16058 11424 14349  1978 40058 11942 15193 11027
 36631 28541  8041 29770  9266 12923 27703 17046 25091  6413 37397 23327
 35681  4525 12748  7294 20096  4317 42452 23955  7304 14441 14066 39934
 34594  4213 19446 40546 14054  4163 37192 12603  2370  6970 29453 38377
 23241  3766 10157  8403]"
251,-119.1588158325156,"[28800 16170 41385  1341 27403 44321 13973 17835 10033 19002 41110 32825
 32645 31099   622 24067 27329 10546 36122 18396 11328 19301 26360 23363
 11272 27884 19388 13698 41288 32552  6748 17929  5757 23651 19428  9348
  3114 22456 23968  7786 14156 21163 40380  5548 36754 38857  1159  9255
 14381 22884  3488  2592  7436  2595 35068 31174 11517 10593 34894 13972
 15956 23929 41945 35977 34813 40772 19364 34686 35729  7558 30230 38252
 40776 22397  2691  5890 43745 28805 43120 23787 42064 38169 41678 31118
 17584 12446 21123 40681  6190  7233  8613 41696 41341 19247 29747 37039
 12167 29870  7130 26363]"
252,-113.45333115254608,"[ 4567  6551 10779 29504  4671 30781 33669 15470 36307 41243  5477 21220
 10720 30386 25904 30214 38775  6706 40397 41528 36256 44182 13057 28238
 23201 27942  8304 22695 28980 11150 27830  7801 37860 15807 10731  7305
 45123  8972  7831 27063 41745 26701 27859 22049 27104 40378  1946 11239
 18305 44205 41881 33523 32428   150 29673 22034 12475  9385 36246 19291
 39865  1916 34096 17091 18585 27771 32973 42177 27759 21744 27898 41235
 44933 42070 41159 42516 10000  6712  7607 24484 26317 38831 18162 15243
 37525  1932  9609 42451 36520 20230 23043  1719 23538 38239  4013 33538
 17323 34117  1550 31163]"
253,-116.54555119398108,"[26281 41748  7902 41551 39061 35856 24296 19859 22093  3178  4817 42279
 15232  3706 34107 18026 27276  7397 25209 17903 18400 21570 11692 25402
 40087 10798 14540 31652 29818 41516 27739 33299 43226 44438 25832 13694
 39195 36150 10547 29395 20088 21441  8377 36370 24146 14698 14739 34023
 34263  8395 28295 24097 18751 24071 11143  2684  3155 20409 35669  2482
 28420  5887   942 37603 30097 14689 18020 26318 24847 22328 23090 39609
  2399 12434 35262 31005  1581    42 25741 13092 26253  6508  5857 24121
 37478 24409 40436  8133 33112  9302 22677  7623 12457 42203 20305 11555
  4508 14348 43304 37006]"
254,-114.1586522734708,"[36972 18803 19579 35354  2719 22647 19433 10595  1709 26512 40182 23198
   716  6105 22151 26258 36984 29735 18120 28265  6683 31690 11705 33268
 13674 39018  7013 21311 29487  6797 19359 19878  4202  1681 31265 38272
  8919 24507  2676 14712 14148 44072  6960 14067 11297 23827 19171 43684
  2615 41023 31378  3473 36088  7681 24134 26999 30884 41121 37597  4469
 19881 34715 14075 30575 43332 12502 30220 24770 16068 40509  5699 33123
  9161  8646 28342  9655 38300 25576 11374  6690 43231 34092 25387  6490
  1506 31492 12786 24109 31895 43370 34581 28125 22613 25238 29224  9671
 13292 37157  4532  4756]"
255,-113.77884091156916,"[  837 23116 17279 15502 15625  2358 31916 34848 19245 28568    33 43331
  8936 26361  5839  8347 42742 21933 24136 30399 30036 19482  7964 15962
 27919 12391  9592 18367 40061 39995  7637  7727  8984 44659  3324 18361
 28041  4197 32847 20991  5779 14096  2813 11557  1078  8600 38593 30183
  1875 12929 43724  4243 25515  1563 37442 12190  8606 24148 38519 15265
 33547 29628 40639 33369 15821  3716 36893 18390  1258  4493   890 32662
  4326 11023 20287 19871 15830 40153 42583 16868 39341  6917 13003 14727
  1768 12623 15223 31931  4275 19813 24877 29702 15535  8390 33486  6669
 13069 33573  1680 20882]"
256,-116.33426016792066,"[31554 30229  4032 29412  5864 24509 13922 33991  9813 34811 22627   847
   963 15712 28158 12127 27895 28814 31434 33655 26923 14708 12614 32700
 11349 12308 26819 27952 13679 19348  7914 15798 27885 41006 17878  1928
 35557 27934 11712  9466 34909 29107  3631 29540 24308 16097 34563  8160
 24885 29916 12932 19107  7765  9949  6828  8692 23233 38173 40263   878
 28445 35568 14812 19268 40865 44661 28290 37598  4912  5632 11624  3798
 21028 18055 20749 36368 10783 38167 17418 36822 10791 35097 28427 26932
 26437  7523  4412 38026 24014 22440  3560  4355 41038 28658  4658 23204
 24411 20406 15824 11515]"
257,-116.51616508559596,"[36384 11934    18 36507 31685  7425 30226 13075 29413 14730 42154  3425
 26147 29529  9626 12546  8097 13764 33442 13701  7055 38956  4520 41312
 44550 34355 22931 35368 40613 38316 15754 11068 12060  9200 11582  5958
 27863 22039  7753 44436 18887 10714 44154  4113 18841 32910 22886 26941
 18376 21518 27578  4146  3391 16011 40574 11577 38166   599 40119 33646
 45021   256 22997 24557 40526  2636 38720 41036   124 15734 33070  8084
 20417 12013 34721 40747 11816 43759  3344 41412   370   249 27516 24861
 27639 33435 31715 22970 25798 30733  9631  8525 30589 13588 40186 44676
 33164 41927 10592 18092]"
258,-116.60413259186572,"[34434 10811 19022 40580 29755 14193 40773  8115 42587 36973  5800 14256
 40914 38914  3392 24070 12950 30310   673 32721 31659 23409 27043 40759
 30872  2805  7329 35527 22157 34188  8250 35435 40238 13310 15320   908
 15198  1011  5456  1950  1561 19549 15738 17050  1711 43194  4316 13325
 29011   183 15664 28128 41998 17845 22449 15467  5180 24450 13358  8416
 13064  3490   103 42768 41676  9139 24495 45113 19607 31431 39084 33065
 39042 42389  2659 28034 29736 28555 22919 22499 17320 10537  7319 10528
  2734 22668 26688 33647 14791 25778 37872 18543 32874 35355 45004 13939
 10490 29278  6099 11797]"
259,-113.89112419583478,"[43605 34978 10534  3364 17144 22689 26841 27835 44169 19828  3396   698
 43580  7531 32415   207 10211 26838 36156 32923 29753  2398 10485 42336
 13664 21446  9552 31573 18060  4841 11801 22880 41316  3454 13563 38039
 33602 38827 12374 44437  1007 12087 29401 27380 29840  9087 38081 13270
 15630   691 20386 19838  5913 12559 21104 23110 22450  2519  1048 36999
  7693 28002 30285 35114 22738 15776 15623 35300  6893  9493 19787 41329
 31714 38101  4861 15567 34947 13173 34246 43869 26207 40762 40815 43266
   652 35849 13997 39824 13822 26542 23920 42422 33727 26339  4090 31616
 41008 44030 39143  4062]"
260,-114.16952894995102,"[ 9352 13178  7376  9128 15556  4618  6467  5421 13427  2589 40115 13026
  5284  3469  8451 14102 12581 28305 17132  8053 27997 44177 37095 31601
 22922  6684 14309 13736  6905 33827 12746 26599 13021 12668  2428 21393
  8935  3760 42352 22777 16183  5225 40369  1841  8205 33756 22220 22578
 26073  3151 19724  7463 25464  7857 11829  1054 14365 29482 25970 44387
 10483 43798 28817 43672 27262 36882 10674 14897 33247  9994 33888 21261
 26472  6461 22530 36492 19904 23634 38770  1792  8512 34815  8022 10086
  6844 31700 41636 43621 26900 18640  9395 30153 37313 10100  3331 13245
  9741 42075 23401 25124]"
261,-113.86372805582818,"[10262 36263  4239 25959  6808  2613 12673 29496 30679 25188 29222 29406
 38111  7872  1053  1060  9122 44295 34851  1590 22187   746 28176  5227
 10435  2748 42162 11015 39816 33173  1615 42095 41087 23371 19865 37383
 20683 11170 18049  6143 31083  6141 26652 26396  1795  8498 17840 44086
 27846 28392  7475  1407 29405   514 38780  9619 27792 12049 22890  7203
 36271  5256  4027 32593 12741 40792 42343  5928  9559 31061 45184  3797
 25910 14225 17436 31948 32722 17121  1434 24846 11325 31399 36112 34987
 23212 41600 22174 36086 36548 12534 21295 20286 12217  3654 22688  6677
 19454 15240   387 10427]"
262,-114.49291244139135,"[14099 19476  7208 38276 17135  6860 12062 21033 15387  6446   906   956
 29589 44588  2885  4423  8314 40990 15714  3334 33214  9697 31157  6459
  6601 15294 22192  1308 11981 27975  6894 33746 41217 20633 41823 24018
 33728 14701 33688 24342 19103  4666  1554 18621 26735  5349 34687 15226
 18019  9682 10132  6001 19693 11811 20109  7431  5372  7260 27926 17948
 17271 41804 26321  7829 29048 32879 11161  7421  6953 28775  4907  9796
 35296  1373 14325 10515 35829  5090  5411 30168 32659  8588 11521  7148
 27133 19031  8886 14399 19232  2923 29816 25361  2269 43363  8494 14395
 14697 13608 14556  4748]"
263,-113.85655871769714,"[21395 44160 24013 37053 26634  8759  5283  6431  9293 42120 16871  9478
 35110 24266  6761 33180 24955 19132 15923 43744  7031  1327 30143  5933
  1715 12622 34615 23802 26912 19645 33370 40545  6796 17238 38962 24341
 33373   776 36543 36385 29920 29796 10935 19084  7927 16047 44499 10155
  9034 36835 10191  2584  3142 40299 41583 10238   804 26685 18605  6407
  7949 38510 14380 33611 19429 21859 27214  4418  2252 33652  1819   893
   121 27439 34274 26468  7299 31599 12493 15762 28945 28273 41105 33838
  5595 33507 21360 39270 43274 38858 13984 11461  1186  1953  5780 32983
  3712 44993 27406 41491]"
264,-114.71349907316544,"[24277 24991  3208  9832  3372 26559 27841  1848 17370 43489 23092  5134
 19485 35831 13233 25405 28924 29501  7690 10308 27037  2354  6737 28451
 12146  8867 44052 40050 19740 26659  6794   132  6856 11244 36258 13955
 11462 29819 23927  4824 17509 26618   276  7824 38859  1814 29519 40858
 36515 44337  6673 18829 11248 28391  4303 42078   636  2561  5140 15310
 16184 25033 23388  3699 37243  9152 39289  4692 37626 40155 29567 24143
 27024 30040 27548 33774 14677 11616 38912 15899 42577 25365 18868 15694
 40872 20790 34373  7992  9074 39928  9800 40413 28991 18146 36874  1511
 27633 34111 40459 22078]"
265,-114.12904808635923,"[21772 13409 27972   296 34456 23946 33984 28747 40039 14384 36532 37819
   511  8835  2650  9642 24974 19825 15825  1257 21317 21139 17567 15450
 23136  7307 13457 24865 34783 42782  5461  4149 33189   707  3086  6843
 33145 18771 34596 19130  9754  1857 40205  8840 33515 26607 24765 43967
  9047  7500 15856 11432 18758 34423  6436 12373 21669 43542 34675 41587
 33901  2713 40554  8257  4539 26519 33444 20091  7078 37017 26781   203
 19278 15303 15724 44944 10266 33998 43123 12809  6194 38096 19384  7593
 44088 26487 24338 37412  1906 33285 43393 26522 39093 19827 17954 17949
 41344 11469 32518 11090]"
266,-114.32327445207724,"[40466 35369 39791  6545 38895 30981 28175 28232 13690 29402 31112 36834
 17999 23812  9162 41673 40031  8810 44085  1420  1964 32448 16174  2919
 22422 21015 15744 30216 14574 18589 31263  6640 20310  1925   856 15716
  7073 25056 31129 11168 38410 24293 37407  8534 10601 11988 19206 42464
 25413  8200 21789 20928  4860 19710  4190 10331 23336 19656  3153 18597
  1326 37331 41857 12539  2893  9636 36265  6802 21677 28022  1438 34895
 40125 16027 34174 28010 25280  4804 27293 36864 37939 26158 41992  7689
 35239  4188 37353  4856 26239  2612 20103 12405 22409 15493 14692 18364
 30860 14264 40233 37415]"
267,-114.32128448369866,"[ 8311 11665 43428 17097 13340 30053 40222 33985 11669 34293 35340  9248
 27337 17939 22243 42328  5538 24936  4126 17084 14853 36411 17430 40162
 15726 35106  6716  9159 42769 13661 42370 36998 18619 20246 13203 28468
  8997 18380 37293 15584 31444 14095  4138 20234  3625 13923 11368  3066
 11696 18594 25214 26605  6869  1282 37586 39335 38219  8844 18362 43850
  9725 20094 42189 14217 12133  4477 40693  8888  6908 21439 11820  1931
 13489  3175 19567 28997 28472 29396 10206  1748 15216  8364 20419 20363
 41801  4511 18645 22310 17961 11922 10462  4255 32527 14854 12928  9176
 35830 25539 28548 45100]"
268,-116.38888888888896,"[33216 37103 23211 26704 17627 33714 41888  7236  4568  4621 17410 20092
  7061  2341 41328 19356 37018  1570  8715 33042 41566 40009  4564 13805
 12421 26259  4550  5199 15542 22854 40880 14644  8487 25357 43754 22271
  7377 20388 43716  8095 41160 12619  9374  7118 12481 16742   946 43837
  8241 25940  8850 43612    78 21602 29663 12789   222 21020 24257  3567
 27048 21057 33779 26711 13748 44977 19039 40386 13154 10466 35657   581
  3377 32933 41455 14662 24520 13404  7779 43347 29950  9602   710 19473
  5649 11963 16722 39969 23953 37794  2524  1292 43623 43424 34426 26382
  9377 34611 33382 19310]"
269,-116.60549558390586,"[ 8116 36558 29492 32445  3911 15880  1623 42281 21089 14074  9225 28162
 20089 28185 11815 18612 35338 10973 30914 34765 40667 10258 29633 32482
 19386 22979 33660 25264 21611  4111  2827 34128 45028 36770 19735  7772
 36523 41613 27363  7139 28177 14396 20885 10788 22437 13752 44979  4904
 14082 33891 43805 11120 28068 43671 32606 10582   287  8876 25545  8618
 15795 29806  6659 38747 15688 29513 10769 28707 14777 25005 17571 25118
 13391 34018 21399 14799  4971  3869 40005  7193 19222  4302 30393 13565
  8155 13637 27602 21283  4290  7301 20099   752    34 16336 34003 13072
  2539  8762 44945  9296]"
270,-114.81523279904052,"[37501 35320 24999 33282 20758 32438  6752 36993 44592  8406 35180  8438
 17663 24515 44619   197 20816 24153 18402 30911  5976 26389 13479 38294
 28553  7946  3547 21377 21326 25947 22180  9931 44407 34713    14 27838
 15179 43235 38814 13867 28602 26804 32455 21872 40830 35567 14359 35865
  4515 33340 21564 20257 26269 14549   913  4292  4148 33332 26985 27156
  6154 37573 35302 11134 14935 13513 37142  4952 30773 11225  1240  2649
  8221 19341 15654 36030 33868 14261  6517  8672 36298  3527 19845 11217
 19844 19733 26552 18377 44409  9396  3082 33539 31661 19836  2339  7286
 34915 19883 36841 26550]"
271,-113.76690110129766,"[44457 43216 25555  9140  2541  5758  4507  2986   255 38227 27351 42148
 11998 10333 27237 30624 18686 39092 25662 13948 12218 36425 38483 15433
 38588 40852 25498 40415  8256 28951 34452 12237 40629 13248  7109 30076
 19840  4569 44081 25400 35572 32800 34613  1643 17104 16784  9863 43037
 11702 29773 17874 23391 38584  9001 42692 18826 23114  3136 26118 17598
 37608 41012 23430 29698 31169 38509 13781  7302 36672 19377 18067 31171
  3327 29287 15483  4351 11082 29657 14934 25770  6947  3000 37055  3388
 40696 10232 13835 15652 42802 37335 15699 30855 33551  4950 14263 30550
 20209 22183  6050 11823]"
